No,News Title,Category,News Title Indonesia
7294,Local feud scuttles five Garth Brooks shows in Dublin,Entertainment,Perseteruan lokal membatalkan lima pertunjukan Garth Brooks di Dublin
10271,'True Blood' Recap: Pam's Search Comes to an End,Entertainment,"Rekap ""True Blood"": Pencarian Pam Berakhir"
53139,Samsung Galaxy Note 4 5.7-Inch Display and the S5 Prime Download Speed  ...,Technology,"Samsung Galaxy Note 4 Layar 5,7 Inci dan Kecepatan Unduh S5 Prime ..."
34264,Everything you Need to know about the LG G3 Camera,Technology,Semua yang Perlu Anda ketahui tentang Kamera LG G3
16225,Kim Kardashian Wedding Dress PHOTOS: Kim Marries Kanye West In Trendy  ...,Entertainment,FOTO Gaun Pengantin Kim Kardashian: Kim Menikahi Kanye West Dengan Gaya Trendi ...
28509,OECD cuts China 2014 growth forecast to 7.4 pct,Economy,"OECD memangkas perkiraan pertumbuhan Tiongkok tahun 2014 menjadi 7,4 persen"
47608,Jessica Simpson jumps on the vegan diet bandwagon to lose weight for her  ...,Entertainment,Jessica Simpson ikut-ikutan mengikuti pola makan vegan untuk menurunkan berat badan demi ...
53146,[Video] Outkast Reunite and Perform Hits at 2014 Coachella Festival,Entertainment,[Video] Outkast Reuni dan Tampil Hits di Festival Coachella 2014
15056,GE set to win battle for Alstom,Economy,GE bersiap untuk memenangkan pertarungan demi Alstom
39581,"Air travel: Late flights are up, but complaints down",Economy,"Perjalanan udara: Penerbangan yang terlambat meningkat, namun keluhan menurun"
57850,Morning Jolt: Breakfast battle - McDonald's to offer free coffee,Economy,Morning Jolt: Pertarungan sarapan - McDonald's menawarkan kopi gratis
36002,Star Wars Episode VII: JJ Abrams Announces Force For Change Campaign,Entertainment,Star Wars Episode VII: JJ Abrams Mengumumkan Kampanye Kekuatan Untuk Perubahan
29395,Google Creating New 7-Inch Tablet Capable of Capturing 3-D Images,Technology,Google Ciptakan Tablet 7 Inci Baru yang Mampu Menangkap Gambar 3D
36788,"Samaras Says The End (Of Crisis) Is Near, But Skeptics Abound",Economy,"Samaras Mengatakan Akhir (Krisis) Sudah Dekat, Tapi Banyak Orang yang Skeptis"
61397,"Ginnifer Goodwin marries Josh Dallas, 'Once Upon A Time' co-star",Entertainment,"Ginnifer Goodwin menikahi Josh Dallas, lawan mainnya di 'Once Upon A Time'"
7067,"'Dancing with the Stars' eliminee Cody Simpson: I have mixed feelings, I had no  ...",Entertainment,"Eliminee 'Dancing with the Stars' Cody Simpson: Perasaan saya campur aduk, saya tidak punya ..."
57771,Horrible Bosses 2 Official Teaser Trailer Released [Video],Entertainment,Trailer Teaser Resmi Horrible Bosses 2 Dirilis [Video]
10496,'Keeping Up With the Kardashians' Recap: Kourtney's Reason for Spoiling Scott  ...,Entertainment,Rekap 'Keeping Up With the Kardashians': Alasan Kourtney Memanjakan Scott ...
8293,Coach: No Luxury in North America,Economy,Pelatih: Tidak Ada Kemewahan di Amerika Utara
60254,"Ginnifer Goodwin, Josh Dallas Are Married!",Entertainment,"Ginnifer Goodwin, Josh Dallas Sudah Menikah!"
45188,2 UN workers killed by gunmen in Somalia,Entertainment,2 pekerja PBB dibunuh oleh orang-orang bersenjata di Somalia
12952,"Oculus respond to Zenimax IP claims: ""all of its claims are false""",Technology,"Oculus menanggapi klaim Zenimax IP: ""semua klaimnya salah"""
31727,"Medtronic agrees to merger, will move to Ireland",Economy,"Medtronic setuju untuk merger, akan pindah ke Irlandia"
39487,The Russia-China Gas Deal — What Does It Mean for the West?,Economy,Kesepakatan Gas Rusia-Tiongkok – Apa Artinya Bagi Barat?
38267,Fires in Vietnam could ultimately burn in Beijing,Economy,Kebakaran di Vietnam pada akhirnya bisa terjadi di Beijing
27426,"Apple Soars Following Q2 Top & Bottom Line Beat, Stock Split, Dividend Raise  ...",Technology,"Apple Melonjak Mengikuti Top & Bottom Line Beat Q2, Stock Split, Kenaikan Dividen ..."
4676,Protesters crash Google's developers conference in San Francisco,Technology,Para pengunjuk rasa merusak konferensi pengembang Google di San Francisco
64137,Ifo Institute: Germany business confidence index slips to 109.7 in June,Economy,"Ifo Institute: Indeks kepercayaan bisnis Jerman merosot ke 109,7 di bulan Juni"
47963,'I had him on a pedestal',Entertainment,'Aku menempatkan dia di atas tumpuan'
2440,"LG takes its best shot at Samsung, announces the G3 flagship phone",Technology,"LG mengambil upaya terbaiknya di Samsung, mengumumkan ponsel andalan G3"
62050,Yahoo CEO Mayer's compensation falls,Economy,Kompensasi CEO Yahoo Mayer turun
45647,"Boeing Earnings Look Good, but Don't Be Fooled",Economy,"Pendapatan Boeing Terlihat Bagus, tapi Jangan Tertipu"
61956,See First Image For Blue Sky's 3D CG Charlie Brown,Entertainment,Lihat Gambar Pertama Untuk CG 3D Blue Sky Charlie Brown
23070,"Editorial: FCC proposes equal access to Internet, but some can be more equal  ...",Technology,"Editorial: FCC mengusulkan akses yang sama ke Internet, namun ada pula yang bisa lebih setara ..."
7940,YOUR TAKE: Ford Mustang turns 50,Technology,PENGAMBILAN ANDA: Ford Mustang berusia 50 tahun
6787,"No, We're Not All Gonna Die From An Asteroid",Technology,"Tidak, Kita Tidak Semua Akan Mati Karena Asteroid"
24025,Volkswagen preparing to bid for US Paccar: Analyst report,Economy,Volkswagen bersiap untuk menawar Paccar AS: Laporan analis
64379,Australia Shares End Up 1% on China Manufacturing Data,Economy,Saham Australia Berakhir Naik 1% karena Data Manufaktur Tiongkok
33289,MuchMusic Video Awards 2014: The Hottest Fashion Looks,Entertainment,MuchMusic Video Awards 2014: Penampilan Fashion Terpanas
41768,Delta's Profit Surges Despite Jump in Weather Cancellations,Economy,Laba Delta Melonjak Meski Ada Perubahan Cuaca
17601,'Transformers 4: Age of Extinction' Review: 'T4' is Biggest Movie of Summer  ...,Entertainment,Ulasan 'Transformers 4: Age of Extinction': 'T4' adalah Film Terbesar Musim Panas ...
42453,Better late than never: 5 steps to mitigating XP risks,Technology,Lebih baik terlambat daripada tidak sama sekali: 5 langkah untuk mengurangi risiko XP
31249,"'Of Mice and Men' review: James Franco, Chris O'Dowd shine",Entertainment,"Ulasan 'Of Mice and Men': James Franco, Chris O'Dowd bersinar"
39218,ABC removes Bryan Singer's name from 'Black Box' commercials: Report,Entertainment,ABC menghapus nama Bryan Singer dari iklan 'Kotak Hitam': Laporan
48391,Symantec CEO fired,Economy,CEO Symantec dipecat
45893,LG offers first official glimpse of the upcoming G3,Technology,LG menawarkan pandangan resmi pertama tentang G3 mendatang
31407,Reality TV star Benzino shot by nephew while driving in funeral procession,Entertainment,Bintang reality TV Benzino ditembak oleh keponakannya saat mengemudi dalam prosesi pemakaman
58007,Christina Aguilera Is Having Second Baby And It's A Girl!,Entertainment,Christina Aguilera Akan Melahirkan Bayi Kedua Dan Perempuan!
8212,"Peaches Geldof, daughter of Live Aid concert organizer Bob Geldof, dies  ...",Entertainment,"Peaches Geldof, putri penyelenggara konser Live Aid Bob Geldof, meninggal ..."
13492,Microsoft Corporation (NASDAQ:MSFT): Too Soon To Write It Off,Technology,Microsoft Corporation (NASDAQ:MSFT): Terlalu Cepat Untuk Menghapusnya
57407,'Edge of Tomorrow' Review: 10 Things You Need to Know About Tom Cruise's  ...,Entertainment,Ulasan 'Edge of Tomorrow': 10 Hal yang Perlu Anda Ketahui Tentang Tom Cruise ...
56518,Rumored Asus smartwatch could be an Android Wear bargain,Technology,Jam tangan pintar Asus yang dikabarkan bisa menjadi tawaran Android Wear
2723,Miley Cyrus takes out emergency restraining order against fan,Entertainment,Miley Cyrus mengeluarkan perintah penahanan darurat terhadap penggemar
4928,Remembering Michael Jackson: How Artists & Fans Reacted to King of Pop's  ...,Entertainment,Mengingat Michael Jackson: Bagaimana Reaksi Artis & Penggemar terhadap Raja Pop ...
39690,Selena Gomez parts ways with manager parents?,Entertainment,Selena Gomez berpisah dengan orang tua manajer?
56860,"Gwyneth Paltrow, husband Chris Martin split",Entertainment,"Gwyneth Paltrow, suami Chris Martin berpisah"
54930,"Sharemarket down, dollar little changed",Economy,"Pasar saham turun, dolar sedikit berubah"
57712,"Despite job losses, NC unemployment dips to 6.4%",Economy,"Meskipun ada kehilangan pekerjaan, pengangguran di NC turun menjadi 6,4%"
46271,New 'Amazing Spider-Man 2' image shows close-up Green Goblin,Entertainment,Gambar baru 'Amazing Spider-Man 2' menunjukkan Green Goblin dari dekat
468,State Wildlife Officials Relocate Salmon By Truck Due To Drought,Economy,Pejabat Satwa Liar Negara Bagian Memindahkan Salmon Dengan Truk Karena Kekeringan
65489,US DoJ Files Criminal Indictment Against FedEx (FDX) Over Online Pharmacy  ...,Economy,DoJ AS Mengajukan Dakwaan Pidana Terhadap FedEx (FDX) Atas Apotek Online ...
4048,'Highly sophisticated malware' stole credit card data from 3M Michaels customers,Economy,'Malware yang sangat canggih' mencuri data kartu kredit dari pelanggan 3M Michaels
3019,Obamacare Crushes Economy – But Not How You Expected,Economy,Obamacare Menghancurkan Perekonomian – Tapi Tidak Seperti yang Anda Harapkan
33258,Colbert's joke is on the ill-humored,Entertainment,Lelucon Colbert ditujukan pada orang yang tidak punya humor
31156,Gabriel García Márquez Will Live On Forever With These Words Of Wisdom,Entertainment,Gabriel García Márquez Akan Hidup Selamanya Dengan Kata-Kata Bijak Ini
13722,Musician Bob Geldof's 25-year-old daughter Peaches found dead,Entertainment,"Putri musisi Bob Geldof yang berusia 25 tahun, Peaches, ditemukan tewas"
35112,Samsung Reportedly Prepping Galaxy S Tablet Line With 2560x1600 Display  ...,Technology,Samsung Dikabarkan Siapkan Lini Tablet Galaxy S Dengan Layar 2560x1600 ...
45287,"Jony Ive on the Steve Jobs to Tim Cook transition: ""Honestly, I don't think  ...",Technology,"Jony Ive tentang transisi Steve Jobs ke Tim Cook: ""Sejujurnya, menurut saya ..."
40498,Euro Holds Its Ground Following Inflation Report,Economy,Euro Bertahan Setelah Laporan Inflasi
8529,IBM Stock: 2 Options Trades Ahead of IBM Earnings,Economy,Saham IBM: 2 Perdagangan Opsi Menjelang Pendapatan IBM
1052,Eminem apologizes to his mom in new music video,Entertainment,Eminem meminta maaf kepada ibunya di video musik barunya
23640,Highway Trust Fund shortage threatens road work in Michigan,Economy,Kekurangan Dana Perwalian Jalan Raya mengancam pekerjaan jalan di Michigan
6274,Brent Retreats in Absence of Supply Disruptions in Iraq,Economy,Brent Mundur karena Tidak Ada Gangguan Pasokan di Irak
36512,National September 11 Memorial Museum opens at Ground Zero as US pauses  ...,Entertainment,Museum Peringatan Nasional 11 September dibuka di Ground Zero saat AS jeda ...
24305,The White House Just Scored a Pretty Major Obamacare Victory With New Sign  ...,Economy,Gedung Putih Baru Saja Mencetak Kemenangan Besar Obamacare Dengan Tanda Baru ...
34125,"Conservative Star Gary Oldman Denounces Liberal Hollywood, Hillary Clinton",Entertainment,"Bintang Konservatif Gary Oldman Mengecam Hollywood Liberal, Hillary Clinton"
28430,"Intel delights fans by pushing i3, i7 Surface Pro 3 release date forward",Technology,"Intel memuaskan penggemarnya dengan memajukan tanggal rilis i3, i7 Surface Pro 3"
2304,"'Supermoon' coming to a sky near you this Saturday, and it's the first of three this  ...",Technology,"'Supermoon' akan muncul di langit dekat Anda pada hari Sabtu ini, dan ini adalah yang pertama dari tiga bulan ini ..."
29924,"22/04/2014GSK, Novartis unveil major healthcare revamp",Economy,"22/04/2014GSK, Novartis mengungkap perubahan besar dalam layanan kesehatan"
49473,"While the Dow inches to a new high, the market searches for direction",Economy,"Ketika Dow mencapai titik tertinggi baru, pasar mencari arah"
26642,Full moon on Friday the 13th,Technology,Bulan purnama pada hari Jumat tanggal 13
30752,Barclays boss Antony Jenkins wields the axe – but hails 'wise' rise in bonuses,Economy,"Bos Barclays, Antony Jenkins, mengambil keputusan yang salah – namun memuji kenaikan bonus yang 'bijaksana'"
21882,Game of Thrones: Never trust the ones you love,Entertainment,Game of Thrones: Jangan pernah mempercayai orang yang Anda cintai
6531,Protesters demanding higher pay arrested in demonstration outside McDonalds  ...,Economy,Para pengunjuk rasa yang menuntut gaji lebih tinggi ditangkap dalam demonstrasi di luar McDonalds ...
36813,US businesses step up hiring in April,Economy,Bisnis AS meningkatkan perekrutan pada bulan April
27601,The Best and Worst TV Shows Based on Movies,Entertainment,Acara TV Terbaik dan Terburuk Berdasarkan Film
65112,Four Reasons “The Star-Spangled Banner” Shouldn't Be the National Anthem  ...,Entertainment,Empat Alasan “The Star-Spangled Banner” Tidak Harus Menjadi Lagu Kebangsaan ...
55905,"IMF lifts Europe, U.K. growth forecasts; warns of deflation",Economy,IMF menaikkan perkiraan pertumbuhan Eropa dan Inggris; memperingatkan deflasi
58614,Miley Cyrus emoji causes a stir: Attention getter or something else,Entertainment,Emoji Miley Cyrus menimbulkan kehebohan: Pengambil perhatian atau yang lainnya
46121,Switzerland considers setting up world's highest minimum wage,Economy,Swiss mempertimbangkan untuk menetapkan upah minimum tertinggi di dunia
43041,Tatiana Maslany Talks Prepping for 'Orphan Black' Season Two,Entertainment,"""Tatyana Maslany Berbicara tentang Persiapan 'Orphan Black' Musim Kedua""."
17662,"One killed, 4 wounded in Los Angeles at unofficial BET awards pre-party",Entertainment,"Satu tewas, 4 terluka di Los Angeles pada pra-pesta penghargaan BET tidak resmi"
24607,"Sh*t Got Really Weird At This Wedding, Thanks To Tom Hanks",Entertainment,"Tidak Menjadi Aneh Di Pernikahan Ini, Terima Kasih Kepada Tom Hanks"
2193,Ebay asks users to reset passwords after cyber attack,Technology,Ebay meminta pengguna untuk mereset kata sandi setelah serangan cyber
30152,Kimye to treat wedding guests to 'private surprise',Entertainment,Kimye akan menjamu tamu pernikahan dengan 'kejutan pribadi'
33737,Paul Walker's brothers to finish his 'Fast & Furious 7' scenes,Entertainment,Saudara laki-laki Paul Walker akan menyelesaikan adegan 'Fast & Furious 7' miliknya
57655,Microsoft's Office for iPad a Hit on Apple's App Store Charts,Technology,Office Microsoft untuk iPad menjadi Hit di Tangga Lagu App Store Apple
42743,Twitter COO Ali Rowghani resigns as growth lags,Economy,COO Twitter Ali Rowghani mengundurkan diri karena pertumbuhan melambat
64110,Update on the latest in business:,Technology,Pembaruan terkini dalam bisnis:
38597,Jessica Simpson Shows Off Dramatic Weight Loss In New Instagram Pictures,Entertainment,Jessica Simpson Pamer Penurunan Berat Badan Secara Dramatis Dalam Gambar Instagram Baru
44794,"US auto sales up 5.7 percent, well past expectations",Economy,"Penjualan mobil AS naik 5,7 persen, melampaui ekspektasi"
37795,Fed suggests lower end-point for rate-hike cycle,Economy,Fed menyarankan titik akhir yang lebih rendah untuk siklus kenaikan suku bunga
29580,Was Nicki Minaj's wardrobe malfunction staged?,Entertainment,Apakah kerusakan lemari pakaian Nicki Minaj direkayasa?
46103,Microsoft launches first Android phone in Nokia X2,Technology,Microsoft meluncurkan ponsel Android pertama di Nokia X2
49729,"California Legalizes Bitcoin: Governor Jerry Brown Signs Bill Into Law, Applies to  ...",Economy,"California Melegalkan Bitcoin: Gubernur Jerry Brown Menandatangani RUU Menjadi Undang-undang, Berlaku untuk ..."
54398,Megan Fox's Summer Radiance At Movie Premiere -- Get Her Glow,Entertainment,Cahaya Musim Panas Megan Fox di Pemutaran Perdana Film -- Dapatkan Cahayanya
57279,Lindsay Lohan praises Oprah Winfrey,Entertainment,Lindsay Lohan memuji Oprah Winfrey
57460,Charlie Sheen Lashes Out at Rihanna on Twitter After She Declines to Meet His  ...,Entertainment,Charlie Sheen Kecam Rihanna di Twitter Setelah Dia Menolak Bertemu ...
2727,On The Run Tour: Beyonce and Jay Z,Entertainment,Tur On The Run: Beyonce dan Jay Z
2396,Superman Unchained #7 Review,Entertainment,Ulasan Superman Tidak Dirantai #7
44297,"Wayne Knight, Newman on Seinfeld, Victim of Death Hoax",Entertainment,"Wayne Knight, Newman di Seinfeld, Korban Hoax Kematian"
43395,"1 Killed, 5 Injured at Pre-BET Awards Parties in LA",Entertainment,"1 Tewas, 5 Terluka di Pesta Penghargaan Pra-BET di LA"
58365,Beyonce and Jay Z release star-studded trailer for Run ahead of their joint tour  ...,Entertainment,Beyonce dan Jay Z merilis trailer bertabur bintang untuk Run menjelang tur bersama mereka ...
12019,Nokia halts Lumia 2520 sales in so...,Technology,Nokia menghentikan penjualan Lumia 2520 dalam...
33751,Microsoft reiterates focus on cloud and mobile,Economy,Microsoft menegaskan kembali fokus pada cloud dan seluler
17060,Cupcake shop owner: The craze isn't dead,Economy,Pemilik toko cupcake: Kegemarannya belum mati
51589,What Twitch.tv Could Do for Google Stock,Technology,Apa yang Dapat Dilakukan Twitch.tv untuk Saham Google
40880,Howard Stern wonders if Stephen Colbert taking over on 'Late Show' is the 'right  ...,Entertainment,Howard Stern bertanya-tanya apakah Stephen Colbert mengambil alih 'Late Show' adalah 'yang tepat ...
7876,"DOJ, FTC: Proper Cyberthreat Info Sharing Not Antitrust Violation",Technology,"DOJ, FTC: Pembagian Info Ancaman Siber yang Benar, Bukan Pelanggaran Antimonopoli"
55670,"Paul McCartney Returns to the Stage in Albany, NY",Entertainment,"Paul McCartney Kembali ke Panggung di Albany, NY"
38454,'True Blood' Season 7 Spoilers: Joe Manganiello Admits Werewolf Alcide Was  ...,Entertainment,Spoiler 'True Blood' Musim 7: Joe Manganiello Mengakui Werewolf Alcide Adalah ...
38552,40 interesting facts of Titanic,Technology,40 fakta menarik Titanic
57458,@ColbertReport Deleted,Entertainment,@ColbertReport Dihapus
52582,"China, US factory growth accelerates",Economy,Pertumbuhan pabrik di Tiongkok dan AS semakin cepat
563,Judge Joe Brown Jailed,Entertainment,Hakim Joe Brown Dipenjara
24092,"A Roundup of All the Kardashian Drama This Week: June 14, 2014",Entertainment,Rangkuman Semua Drama Kardashian Minggu Ini: 14 Juni 2014
21939,Heartbeat bug aftermath: How to create a strong password,Technology,Akibat bug detak jantung: Cara membuat kata sandi yang kuat
8969,25 Reasons Why Beyonce And Jay Z Will Have The Hottest Couples Tour EVER,Entertainment,25 Alasan Mengapa Beyonce dan Jay Z Akan Melakukan Tur Pasangan Terpanas yang Pernah Ada
14369,The First 'Gone Girl' Trailer is Weird And Different To Other Trailers,Entertainment,Trailer Pertama 'Gone Girl' Aneh dan Berbeda dengan Trailer Lainnya
17046,Huge Wingspan 2,Technology,Lebar Sayap Besar 2
43572,"Become A PokéMaster, Google Maps For iOS Lets You Catch 150 Pokémon",Technology,"Menjadi PokéMaster, Google Maps Untuk iOS Memungkinkan Anda Menangkap 150 Pokémon"
47117,"'Game of Thrones' Season 4 New Purple Wedding Episode Spoilers, Renewal  ...",Entertainment,"Spoiler Episode Pernikahan Ungu Baru 'Game of Thrones' Musim 4, Pembaruan ..."
27645,Cristin Milioti images: Viewers want more of 'HIMYM' mom,Entertainment,Gambar Cristin Milioti: Pemirsa menginginkan lebih banyak tentang ibu 'HIMYM'
45319,Duke has fixed crack on Cape Fear coal ash dam,Economy,Duke telah memperbaiki retakan pada bendungan abu batubara Cape Fear
9314,Movie of the Week: “Bob & Carol & Ted & Alice”,Entertainment,Film Terbaik Minggu Ini: “Bob & Carol & Ted & Alice”
6008,"Holder: Banks Aren't 'Too Big to Jail', & More",Economy,"Pemegang: Bank Tidak 'Terlalu Besar untuk Dipenjara', & Banyak Lagi"
7179,George R.R. Martin has something to say to all those who doubt he'll finish the  ...,Entertainment,George R.R. Martin ingin mengatakan sesuatu kepada semua orang yang ragu dia akan menyelesaikan ...
2363,'Chicken from hell' found who lived alongside T. rex,Technology,'Ayam dari neraka' ditemukan yang tinggal bersama T. rex
60692,The biggest barrier to an Apple-Comcast deal,Technology,Hambatan terbesar terhadap kesepakatan Apple-Comcast
17133,"Microsoft's Satya Nadella Has a Smart, Technical Vision for Microsoft",Technology,Satya Nadella dari Microsoft Memiliki Visi Teknis dan Cerdas untuk Microsoft
13303,VIDEO: Microsoft's Surface Pro 3 Could Be Unveiled Next Week,Technology,VIDEO: Microsoft Surface Pro 3 Bisa Diluncurkan Minggu Depan
57589,Joe Scarborough Threatens Burger King Boycott,Economy,Joe Scarborough Mengancam Boikot Burger King
64500,United Arab Emirates company says new 'Star Wars' has begun shooting,Entertainment,Perusahaan Uni Emirat Arab mengatakan 'Star Wars' baru telah mulai syuting
30676,Citigroup To Pay $7bn Sub-Prime Mortgage Fine,Economy,Citigroup Akan Membayar Denda Hipotek Sub-Prime $7 miliar
60509,Candy Crush maker's IPO values company at more than $7 billion,Economy,IPO pembuat Candy Crush menilai perusahaan lebih dari $7 miliar
37011,Barber forced to shell out to council over turtles gag,Entertainment,Tukang cukur terpaksa mengeluarkan uang ke dewan karena lelucon penyu
63659,Class action suits should be allowed against predatory lenders,Economy,Gugatan class action harus diperbolehkan terhadap pemberi pinjaman predator
23523,'Chelsea Lately' to end its 7-year run,Entertainment,'Chelsea Lately' akan mengakhiri periode 7 tahunnya
45731,Icahn Pulls Proposal That eBay Sell PayPal,Economy,Icahn Menarik Proposal Agar eBay Menjual PayPal
2344,An Earth-size diamond in space,Technology,Berlian seukuran Bumi di luar angkasa
13274,Jupiter Ascending release date pushed back to 2015,Entertainment,Tanggal rilis Jupiter Ascending diundur ke tahun 2015
29465,Has Google cracked the smartwatch?,Technology,Apakah Google telah memecahkan jam tangan pintarnya?
14267,Stunning Photos Of The Supermoon,Technology,Foto Supermoon yang Menakjubkan
21448,"Roku's HDMI Streaming Stick Now Available For $50, Supports Over 1200  ...",Technology,"Tongkat Streaming HDMI Roku Sekarang Tersedia Dengan Harga $50, Mendukung Lebih Dari 1200 ..."
22844,2016 Cadillac ATS-V Sedan spied testing on the 'Ring doing some air time [video],Technology,Sedan Cadillac ATS-V 2016 memata-matai pengujian di 'Ring saat mengudara [video]
28734,Google's drastic Gmail redesign could come to browsers too,Technology,Desain ulang Gmail Google yang drastis juga dapat terjadi pada browser
46639,Brad Paisley and country's expanding view of 'traditional American values',Entertainment,Brad Paisley dan pandangan negara yang semakin luas mengenai 'nilai-nilai tradisional Amerika'
21925,Public-private survey finds cybercrime rising,Technology,Survei pemerintah-swasta menemukan bahwa kejahatan dunia maya meningkat
56782,"Dr. Dre, Eazy-E to Be Played by Budding Actors in N.W.A. Biopic",Entertainment,"Dre, Eazy-E Akan Diperankan oleh Aktor Pemula di N.W.A. Biopik"
8882,Packer set for windfall as Apple eyes off Beats deal,Economy,Packer siap menerima rejeki nomplok saat Apple mengalihkan perhatian dari kesepakatan Beats
60792,6 Games Crying Out for Project Morpheus Support,Technology,6 Game yang Meminta Dukungan Project Morpheus
58570,Ariana Grande - Break Free Ft. Zedd,Entertainment,Ariana Grande - Break Free Ft. Zedd
1146,Projections for winter wheat fall,Economy,Proyeksi musim gugur gandum musim dingin
25871,Vermont Adopts First US GMO Food Labelling Law,Economy,Vermont Mengadopsi Undang-Undang Pelabelan Makanan GMO AS yang Pertama
9841,Six things JPMorgan's results communicate about banking jobs this Easter,Economy,Enam hal yang dikomunikasikan oleh hasil JPMorgan tentang pekerjaan perbankan pada Paskah ini
13646,Ferguson PSAs to Air During MTV's Video Music Awards,Entertainment,Ferguson PSA Akan Disiarkan Selama MTV's Video Music Awards
25892,Congress wants to keep Burger King from having it their way on taxes — but can  ...,Economy,Kongres ingin mencegah Burger King menerapkan kebijakan pajak mereka — tetapi dapatkah ...
11330,"Shailene Woodley On Her 'The Amazing Spider-Man 2' Deleted Scenes, Not  ...",Entertainment,"Shailene Woodley Di 'The Amazing Spider-Man 2' Adegannya Dihapus, Bukan ..."
12364,"Delvin Choice vs Caleb Elder on The Voice: Watch Video, See Who Was  ...",Entertainment,"Delvin Choice vs Caleb Elder di The Voice: Tonton Video, Lihat Siapa ..."
17017,John Hancock erroneously graces Louis-Dreyfus backside,Entertainment,John Hancock secara keliru menghiasi bagian belakang Louis-Dreyfus
64094,Transformers: Age of Extinction — Heavy metal,Entertainment,Transformers: Age of Extinction — Logam berat
24300,Microsoft increase OneDrive storage space to 1TB for Office 365 Subscribers,Technology,Microsoft meningkatkan ruang penyimpanan OneDrive hingga 1TB untuk Pelanggan Office 365
50284,New Record For NASA Mars Rover: 25 Miles,Technology,Rekor Baru NASA Mars Rover: 25 Mil
28977,Tumblr tightens security with two-factor authentication,Technology,Tumblr memperketat keamanan dengan otentikasi dua faktor
3782,Top tech titans join forces to ask FCC to protect Net neutrality,Technology,Raksasa teknologi terkemuka bergabung untuk meminta FCC melindungi netralitas internet
33806,International markets roundup,Economy,Rangkuman pasar internasional
9422,Looking Back at Alibaba's Success and Setbacks,Economy,Melihat Kembali Kesuksesan dan Kemunduran Alibaba
27382,Actor writes his own obituary,Entertainment,Aktor menulis berita kematiannya sendiri
15431,Lady Gaga performs at closing Roseland Ballroom,Entertainment,Lady Gaga tampil di penutupan Roseland Ballroom
28897,"Apple staffing up for 'very, very serious' mobile payments push - report",Technology,"Apple bersiap untuk laporan push pembayaran seluler yang 'sangat, sangat serius'"
1015,Pluto's MOON CRACKS must be PROBED for mystery ocean – NASA,Technology,Retakan Bulan di Pluto Harus Diperiksa untuk Misteri Lautan – NASA
16005,Frozen soundtrack spends seventh week at chart summit,Entertainment,Soundtrack beku menghabiskan minggu ketujuh di puncak tangga lagu
63930,"Eminem's ""Headlights"" video: 16 Tear-inducing moments",Entertainment,"Video ""Headlights"" Eminem: 16 Momen yang Memicu Air Mata"
40445,"ABC's McFadden to NBC, Chang to anchor 'Nightline'",Entertainment,"McFadden dari ABC ke NBC, Chang menjadi pembawa acara 'Nightline'"
19922,Search for Lost Malaysian Jet Shifts North,Economy,Pencarian Jet Malaysia yang Hilang Bergeser ke Utara
11562,West Virginia American Water says no MCHM detected in samples after second  ...,Economy,West Virginia American Water mengatakan tidak ada MCHM yang terdeteksi dalam sampel setelah ...
31036,The Cannes Film Festival is in full swing,Entertainment,Festival Film Cannes sedang berjalan lancar
26054,'Sharknado' sequel has bite and lots of laughs,Entertainment,Sekuel 'Sharknado' menggigit dan banyak tertawa
32381,Britain's Prince Harry and girlfriend make their relationship public,Entertainment,Pangeran Harry dari Inggris dan pacarnya mengumumkan hubungan mereka ke publik
15278,Identity thieves getting more creative and bold in stealing billions in tax refunds  ...,Economy,Pencuri identitas semakin kreatif dan berani mencuri miliaran pengembalian pajak ...
55454,10 things to know Wednesday,Technology,10 hal yang perlu diketahui hari Rabu
27730,Download Links of iOS 7.1.1 IPSW for iPhone and iPad - Touch ID and Security  ...,Technology,Tautan Unduh iOS 7.1.1 IPSW untuk iPhone dan iPad - Touch ID dan Keamanan ...
53356,SunPower Solar Power Systems Planned for Five Pajaro Valley Unified School  ...,Economy,Sistem Tenaga Surya SunPower Direncanakan untuk Lima Sekolah Terpadu Lembah Pajaro ...
30902,Women's longer life spans lead to higher health care costs,Economy,Umur perempuan yang lebih panjang menyebabkan biaya perawatan kesehatan yang lebih tinggi
6983,Markets absorb Greece's bond market return,Economy,Pasar menyerap imbal hasil pasar obligasi Yunani
60469,BNP Paribas has 'ample funding' to pay US fine,Economy,BNP Paribas mempunyai 'dana yang cukup' untuk membayar denda AS
18340,Casey Kasem's body still not buried a month after his death,Entertainment,Jenazah Casey Kasem masih belum dikuburkan sebulan setelah kematiannya
31494,Dollar Range Sets Another Dangerous Low,Economy,Kisaran Dolar Menetapkan Titik Rendah Berbahaya Lainnya
60951,Planes almost collide in dramatic runway near-miss at Barcelona airport,Economy,Pesawat hampir bertabrakan di landasan pacu yang dramatis di bandara Barcelona
11564,Lucasfilm says 'Star Wars: Episode VII' won't use Expanded Universe stories  ...,Entertainment,Lucasfilm mengatakan 'Star Wars: Episode VII' tidak akan menggunakan cerita Expanded Universe ...
64816,EBay (Nasdaq: EBAY) Stock Up in After Hours Following Q2 Earnings,Economy,EBay (Nasdaq: EBAY) Persediaan Setelah Jam Kerja Setelah Pendapatan Q2
9361,Posted by Parvez Jabri,Economy,Diposting oleh Parvez Jabri
