No,News Title,Category,News Title Indonesia
53397,Turkish 'Winter Sleep' wins Cannes top prize,Entertainment,'Tidur Musim Dingin' Turki memenangkan hadiah utama Cannes
16734,Lawyers Weigh In On Supreme Court's Aereo Ruling,Technology,Pengacara Mempertimbangkan Putusan Aereo Mahkamah Agung
48609,Google Chromebooks get boost from chip-computer giants,Technology,Google Chromebook mendapat dorongan dari raksasa komputer chip
8545,Nicole Kidman show the perks of stardom in cleavage debate,Entertainment,Nicole Kidman menunjukkan keuntungan menjadi bintang dalam debat belahan dada
5945,TV food star's new show delayed after online fight,Entertainment,Acara baru bintang makanan TV tertunda setelah pertarungan online
4905,Kim Kardashian And Kanye West Hold Off On Celebrating North's First Birthday,Entertainment,Kim Kardashian dan Kanye West Menunda Rayakan Ulang Tahun Pertama North
29328,Rolling Stones - Rolling Stones Stars Appear In Monty Python Promo,Entertainment,Rolling Stones - Bintang Rolling Stones Muncul Dalam Promo Monty Python
1533,Alien Creator HR Giger Passes Away!,Entertainment,Pencipta Alien HR Giger Meninggal Dunia!
29440,"New Game Of Thrones Season 5 Definitely Happening,New Spoilers Coming  ...",Entertainment,"Game Of Thrones Baru Musim 5 Pasti Terjadi, Spoiler Baru Segera Hadir ..."
56828,Let's Stop Giving The FCC Free Rein To Regulate The Internet,Technology,Mari Berhenti Memberikan Kebebasan kepada FCC untuk Mengatur Internet
38549,Miley Cyrus Is Too Hot To Handle! Is That Why Her Bangerz Tour Bus Went Up  ...,Entertainment,Miley Cyrus Terlalu Panas Untuk Ditangani! Itukah Alasan Bus Wisata Bangerz-nya Naik...
14159,The 'smart home' could be Apple and Google's chance to do something together  ...,Technology,'Rumah pintar' bisa menjadi kesempatan Apple dan Google untuk melakukan sesuatu bersama ...
1748,Sharpness Wears Down to Dull in 'The Other Woman',Entertainment,Ketajaman Menurun Menjadi Membosankan di 'The Other Woman'
23337,TSLA: Missouri Mulls Tesla Direct Sales Ban,Economy,TSLA: Missouri Pertimbangkan Larangan Penjualan Langsung Tesla
65508,"The Roots act as house band for Minaj, Sheeran at free Fourth of July concert in  ...",Entertainment,"The Roots bertindak sebagai house band untuk Minaj, Sheeran di konser gratis Fourth of July di ..."
56613,Christian Rappers Cry Foul Over 'Paganism' in Katy Perry Hit,Entertainment,Rapper Kristen Menangis Karena 'Paganisme' dalam Hit Katy Perry
59515,Challenger to top all with 'most powerful muscle car',Technology,Penantang untuk menjadi yang teratas dengan 'mobil otot paling kuat'
30940,Disney TV exec Anne Sweeney leaving to direct TV shows,Entertainment,Eksekutif Disney TV Anne Sweeney berangkat untuk mengarahkan acara TV
9259,Grieving Mick Jagger performs with Rolling Stones for first time since suicide of L  ...,Entertainment,Mick Jagger yang berduka tampil bersama Rolling Stones untuk pertama kalinya sejak L ...
11721,Samsung Galaxy Tab 4 to hit T-Mobile shelves this summer,Technology,Samsung Galaxy Tab 4 akan hadir di rak T-Mobile musim panas ini
53170,Caesars Entertainment to shut Showboat Atlantic City casino,Economy,Caesars Entertainment akan menutup kasino Showboat Atlantic City
60666,"Galaxy S5′s fingerprint scanner has already been hacked, PayPal accounts at  ...",Technology,"Pemindai sidik jari Galaxy S5 telah diretas, akun PayPal di ..."
5668,"Oil Choppy in Asian Trade, Chinese April Imports Surge",Economy,"Minyak Berombak di Perdagangan Asia, Impor Tiongkok Bulan April Melonjak"
57755,Jimmy Page: 'I'm fed up of Robert Plant playing games',Entertainment,Jimmy Page: 'Saya muak dengan Robert Plant yang bermain-main'
64371,Nielsen Report: Consumer Confidence Highest in Asia Pacific Region,Economy,Laporan Nielsen: Kepercayaan Konsumen Tertinggi di Kawasan Asia Pasifik
24526,U.S. postal workers protest Staples pilot project,Economy,Pekerja pos AS memprotes proyek percontohan Staples
25255,Jazzman Jimmy Scott dies at 88 in Las Vegas,Entertainment,Pemain jazz Jimmy Scott meninggal pada usia 88 tahun di Las Vegas
43134,"Kim Kardashian, Kanye West to marry in small civil ceremony: report",Entertainment,"Kim Kardashian, Kanye West akan menikah dalam upacara sipil kecil: lapor"
42480,Corporate inversions? Why would Burger King move its legal headquarters to  ...,Economy,Inversi perusahaan? Mengapa Burger King memindahkan kantor pusat resminya ke ...
33759,Draghi says ECB must be particularly watchful on low inflation,Economy,Draghi mengatakan ECB harus sangat mewaspadai inflasi yang rendah
1274,Jonah Hill apologizes for slur aimed at paparazzo,Entertainment,Jonah Hill meminta maaf atas cercaan yang ditujukan kepada paparazzo
49097,3 Ways to Enjoy the Kids' Choice Awards Online,Entertainment,3 Cara Menikmati Penghargaan Kids' Choice Secara Online
27985,The 2014 MTV Movie Awards Complete Winners List,Entertainment,Daftar Lengkap Pemenang MTV Movie Awards 2014
11542,Young Iranians arrested for dancing in 'Happy' video,Entertainment,Pemuda Iran ditangkap karena menari dalam video 'Bahagia'
31755,The doughnut burger's time has come,Economy,Waktunya burger donat telah tiba
11730,L'Wren Scott In Debt: Suicide Reportedly Due To Owing Millions Of Dollars,Entertainment,L'Wren Scott Terlilit Hutang: Bunuh Diri Dikabarkan Karena Hutang Jutaan Dolar
4510,Kingfisher now sells more in France than UK,Economy,Kingfisher sekarang menjual lebih banyak di Perancis daripada di Inggris
11684,Jeopardy! champ unseated after 12-day run,Entertainment,Bahaya! juara digulingkan setelah lari 12 hari
28769,Turns Out Greenland May Have Been Green After All!,Technology,Ternyata Greenland Mungkin Dulunya Hijau!
39447,"First United Methodist Church of Taft Broken Into, Looted",Entertainment,"Gereja Metodis Bersatu Pertama di Taft Dipecah, Dijarah"
4646,VOICE VIEWS: Kat Perkins gets a well-deserved save on The Voice,Entertainment,TAMPILAN SUARA: Kat Perkins mendapat penyelamatan yang layak di The Voice
50285,"YouTube making $1bn move on Twitch, says report",Technology,"YouTube menghasilkan $1 miliar dari Twitch, kata laporan"
959,Watch out: Samsung high-end Galaxy Alpha to to take on Apple iPhone 6,Technology,Hati-hati: Samsung Galaxy Alpha kelas atas akan menghadapi Apple iPhone 6
33554,New meteor shower with a big name — Camelopardalids — could put on a  ...,Technology,Hujan meteor baru dengan nama besar – Camelopardalids – dapat menyebabkan ...
3325,The big green test,Economy,Ujian hijau besar
27455,ECB's Constancio watching more than just April inflation data,Economy,Constancio dari ECB mengamati lebih dari sekedar data inflasi bulan April
2729,Jonah Hill apologizes for using gay slur: 'I'm happy to be the poster boy for  ...,Entertainment,Jonah Hill meminta maaf karena menggunakan cercaan gay: 'Saya senang menjadi poster boy untuk ...
4138,Hewlett-Packard CEO Whitman takes over after interim chairman resigns for  ...,Economy,CEO Hewlett-Packard Whitman mengambil alih setelah ketua sementara mengundurkan diri karena ...
32866,Detroit museum announces $26.8 million in gifts,Economy,"Museum Detroit mengumumkan hadiah $26,8 juta"
32565,Alice Cooper - Alice Cooper's Longtime Sideman Dick Wagner Dead At 71,Entertainment,"Alice Cooper - Sideman Lama Alice Cooper, Dick Wagner, Meninggal Pada Usia 71"
56644,Game of Thrones: the women of Westeros,Entertainment,Game of Thrones: para wanita Westeros
8614,'What is dis? Is dis for da babies?' Arnold Schwarzenegger Moans About Lack of  ...,Entertainment,'Apa itu? Apakah ini untuk bayi-bayi?' Arnold Schwarzenegger Mengeluh Tentang Kurangnya ...
57108,2015 Corvette Stingray Engine A Gas Saver? 30 MPG EPA Fuel Efficiency  ...,Technology,Mesin Corvette Stingray 2015 Penghemat Bahan Bakar? Efisiensi Bahan Bakar 30 MPG EPA ...
22277,Watch Stephen Colbert Read a 17-Year-Old Top Ten List on 'Letterman',Entertainment,Tonton Stephen Colbert Membaca Daftar Sepuluh Teratas Anak Usia 17 Tahun di 'Letterman'
14560,"Google Chromecast Review: Coming To ""Many More Countries"" Soon",Technology,"Ulasan Google Chromecast: Segera Hadir di ""Lebih Banyak Negara""."
20751,Dean McDermott Opens Up About Cheating on Tori Spelling,Entertainment,Dean McDermott Membuka Tentang Kecurangan Ejaan Tori
57157,UPDATE 3-Venture capitalist Draper wins US bitcoin auction,Economy,PEMBARUAN Kapitalis 3-Venture Draper memenangkan lelang bitcoin AS
18818,Sprint Twitter & Facebook Plan 2014: Company to Offer Social Media Plan For  ...,Technology,Sprint Twitter & Facebook Plan 2014: Perusahaan Akan Menawarkan Rencana Media Sosial Untuk ...
42275,Travel Channel Pulls Adam Richman's New Show After Instagram Tirade,Entertainment,Travel Channel Menarik Pertunjukan Baru Adam Richman Setelah Omelan Instagram
48985,Miranda Kerr Topless [Instagram Photos]: Orlando Bloom's Ex Sizzles For '7 For  ...,Entertainment,Miranda Kerr Topless [Foto Instagram]: Mantan Orlando Bloom Mendesis Untuk '7 Untuk ...
5949,Coach Sliding After North American Comparable Sales Plunge 21%,Economy,Pelatih Meluncur Setelah Penjualan Sebanding di Amerika Utara Turun 21%
9389,Walking fish reveal how our ancestors evolved onto land,Technology,Ikan berjalan mengungkap bagaimana nenek moyang kita berevolusi ke darat
34702,Mt Gox discovers 200000 'forgotten' bitcoins after filing,Economy,Mt Gox menemukan 200.000 bitcoin yang 'terlupakan' setelah diajukan
27319,Samsung Galaxy S5 launch day sales double the Galaxy S4 at one British retailer,Technology,Penjualan hari peluncuran Samsung Galaxy S5 dua kali lipat dari Galaxy S4 di salah satu pengecer Inggris
14481,"'Sleepy Hollow' Season 2 Gets 18 Episodes, Uninterrupted Season On Fox  ...",Entertainment,"'Sleepy Hollow' Musim 2 Mendapat 18 Episode, Musim Tanpa Gangguan Di Fox ..."
2357,The Net Neutrality Battle May Be Headed To Your Phone,Technology,Pertarungan Netralitas Net Mungkin Terjadi di Ponsel Anda
17496,BlackBerry 10.3 Operating System To Come With Amazon Appstore - Quick Facts,Technology,Sistem Operasi BlackBerry 10.3 Akan Hadir Dengan Amazon Appstore - Fakta Singkat
12708,"Tax preparers see rush ahead of April 15 deadline, offer tips for last-minute filers",Economy,"Para pembuat pajak melihat kesibukan menjelang tenggat waktu 15 April, dan menawarkan tip bagi pelapor di saat-saat terakhir"
13087,Emma Watson Talks About What Comes After Graduation,Entertainment,Emma Watson Berbicara Tentang Apa yang Terjadi Setelah Kelulusan
45527,Celebrating Cinco de Mayo with a Healthy Taco Salad,Entertainment,Merayakan Cinco de Mayo dengan Salad Taco Sehat
2163,Is this the death of Nokia?,Technology,Apakah ini kematian Nokia?
92,"Game of Thrones: ""Two Swords"" Review",Entertainment,"Game of Thrones: Ulasan ""Dua Pedang""."
19319,Actor Tracy Morgan now in fair condition after crash,Entertainment,Aktor Tracy Morgan kini dalam kondisi sehat setelah mengalami kecelakaan
14935,Paramount Denies Pope Francis Canceled 'Noah' Meeting With Actor Russell  ...,Entertainment,Paramount Bantah Paus Fransiskus Batalkan Pertemuan 'Noah' dengan Aktor Russell ...
47173,Harrison Ford Hurt on Star Wars Set,Entertainment,Harrison Ford Terluka di Set Star Wars
41659,Godzilla Sequel: Coming Soon!,Entertainment,Sekuel Godzilla: Segera Hadir!
46265,Fox Plans to Con Prince Harry-Crazed American Girls,Entertainment,Fox Berencana Menipu Gadis Amerika yang Gila Pangeran Harry
21139,Home Mortgage Rates: Chase Conventional Home Loans and Refinance  ...,Economy,Suku Bunga Hipotek Rumah: Mengejar Pinjaman Rumah Konvensional dan Pembiayaan Kembali ...
30835,Scientists discover a 'mega-Earth',Technology,Para ilmuwan menemukan 'mega-Bumi'
2040,Is the New Samsung Galaxy S an iPad Killer?,Technology,Apakah Samsung Galaxy S Baru adalah Pembunuh iPad?
38149,'Bachelorette' runner-up's shocking sex confession,Entertainment,Pengakuan seks mengejutkan runner-up 'Bachelorette'
53830,Heroics take flight in Planes: Fire & Rescue,Entertainment,Kepahlawanan terbang di Pesawat: Api & Penyelamatan
3361,Neil Patrick Harris Flips Out at Fan During Broadway Performance,Entertainment,Neil Patrick Harris Membalikkan Kipas Selama Pertunjukan Broadway
42066,Balancing Hype and Realistic Expectations,Technology,Menyeimbangkan Hype dan Harapan Realistis
54337,Russia Deputy Prime Minister Kozak Included on EU Sanctions List,Economy,Wakil Perdana Menteri Rusia Kozak Termasuk dalam Daftar Sanksi UE
17322,Peaches Geldof dies age 25: Police,Entertainment,Peaches Geldof meninggal pada usia 25: Polisi
16035,From Amoebas To Microchips: The Highs And Lows Of Contact Lenses,Technology,Dari Amuba Hingga Microchip: Tinggi Dan Rendahnya Lensa Kontak
47271,Ottawa's Sharleen Joynt is OK with not being picked by the Bachelor,Entertainment,Sharleen Joynt dari Ottawa baik-baik saja jika tidak dipilih oleh Sarjana
2962,"Comic John Pinette, Dead at 50",Entertainment,"Komik John Pinette, Meninggal pada usia 50"
10414,Oil Futures Sag on Tepid Demand,Economy,Minyak Berjangka Merosot karena Permintaan yang Lemah
45305,Leaked Doc Tips Folders for Windows Phone 8.1,Technology,Bocoran Folder Doc Tips untuk Windows Phone 8.1
32613,"WRAPUP 1-Vietnam stops anti-China protests after deadly riots, China evacuates",Economy,"PENUTUP 1-Vietnam menghentikan protes anti-Tiongkok setelah kerusuhan mematikan, Tiongkok mengungsi"
20971,tvtype: Fox station cuts out evolution portion of 'Cosmos' series,Technology,tipe tv: Stasiun Fox memotong bagian evolusi dari serial 'Cosmos'
61507,Dancer returns to stage after Boston Marathon bombing,Entertainment,Penari kembali ke panggung setelah pemboman Boston Marathon
41430,Class War: Thailand's Military Coup,Entertainment,Perang Kelas: Kudeta Militer Thailand
51393,Pictures: MTV Movie Awards fashion 2014,Entertainment,Gambar: Mode MTV Movie Awards 2014
32775,"On “Deep Decarbonization,” Governments Not Involved, Ban Takes No Qs",Technology,"Mengenai “Dekarbonisasi Mendalam,” Pemerintah Tidak Terlibat, Larangan Tidak Ada Pertanyaan"
51098,Batman v Superman May Find Room For These 3 Villains,Entertainment,Batman v Superman Mungkin Menemukan Ruang Untuk 3 Penjahat Ini
13857,Best Windows 8.1 Tablets for Business,Technology,Tablet Windows 8.1 Terbaik untuk Bisnis
4328,"Flight MH370: Debris in Indian Ocean seen is wooden pallet, possible plane wing",Economy,"Penerbangan MH370: Puing-puing di Samudera Hindia terlihat berupa palet kayu, kemungkinan sayap pesawat"
65290,Game of Thrones Season 4 Ep. 1 to air at the same time in UK as US,Entertainment,Game of Thrones Musim 4 Ep. 1 mengudara pada waktu yang sama di Inggris dan AS
38676,Sarah Hyland Dons An '80s Power Suit On The Billboard Music Awards Red  ...,Entertainment,Sarah Hyland Mengenakan Power Suit Tahun 80-an Di Billboard Music Awards Merah ...
18184,Rooney Mara in Negotiations to Play Tiger Lily in Warner Bros.' 'Pan',Entertainment,Rooney Mara dalam Negosiasi untuk Memainkan Tiger Lily di Warner Bros.' 'Panci'
53863,John McAfee's latest project is yet another secure messaging app,Technology,Proyek terbaru John McAfee adalah aplikasi perpesanan aman lainnya
21569,"AT&T Flying High At Charlotte Douglas International Airport, Ranks #1",Technology,"AT&T Terbang Tinggi Di Bandara Internasional Charlotte Douglas, Peringkat #1"
33736,Recap: Live blog and video of Janet Yellen's speech and Q&A,Economy,Rekap: Blog langsung dan video pidato dan tanya jawab Janet Yellen
18183,Samsung Takes Aim at Apple With an Ambitious Smartwatch Platform,Technology,Samsung Membidik Apple Dengan Platform Smartwatch yang Ambisius
30271,AOL Down On Low Q1 EPS,Economy,AOL Turun Pada EPS Q1 Rendah
40707,New Star Wars hit by wookiee row: Argument over who supplies extras spills into  ...,Entertainment,Star Wars Baru dilanda perselisihan wookiee: Argumen tentang siapa yang memasok tambahan tumpah ke ...
32815,Let's think about 'The Purge: Anarchy',Entertainment,Mari kita pikirkan tentang 'Pembersihan: Anarki'
57586,Miley Cyrus Has Officially Decided To Postpone Her US Tour Due To Illness,Entertainment,Miley Cyrus Secara Resmi Memutuskan Untuk Menunda Tur ASnya Karena Sakit
51614,Arrow Exterminators Accepts the ALS Ice Bucket Challenge,Entertainment,Pembasmi Panah Menerima Tantangan Ember Es ALS
2914,President greeted by protesters outside Fairmont Hotel fundraiser,Economy,Presiden disambut oleh pengunjuk rasa di luar acara penggalangan dana Hotel Fairmont
18362,Starbucks begins adding free phone charging stations in stores,Technology,Starbucks mulai menambahkan stasiun pengisian daya telepon gratis di toko-toko
25289,'Teenage Mutant Ninja Turtles' Trailer: The Boys Are Back,Entertainment,"Trailer ""Teenage Mutant Ninja Turtles"": Anak Laki-Laki Telah Kembali""."
34667,Google buys drone maker courted by FB: Report,Technology,Google membeli pembuat drone yang dirayu oleh FB: Laporkan
1712,WWE Reaches Multi-Year Deal with NBCUniversal,Economy,WWE Mencapai Kesepakatan Multi-Tahun dengan NBCUniversal
32897,Did Kim Kardashian and Kanye West's 'Vogue' Cover Outsell Beyonce's?,Entertainment,Apakah Cover 'Vogue' Kim Kardashian dan Kanye West Terjual Lebih Banyak dari Cover Beyonce?
32396,Biofuel From Corn Stover May Be Dirtier Than Gasoline,Economy,Biofuel Dari Bungkil Jagung Mungkin Lebih Kotor Dibandingkan Bensin
36073,"REVIEW: In The Other Woman, Sisterhood Is Silly",Entertainment,"ULASAN: Di Wanita Lain, Persaudaraan Itu Konyol"
61814,"Factbox: Threat of fines, litigation stalks Deutsche Bank",Economy,"Kotak Fakta: Ancaman denda, tuntutan hukum menghantui Deutsche Bank"
4622,LG G Watch set to arrive Q2 of 2014: Is this the start of the war of smartwatches?,Technology,LG G Watch akan hadir pada Q2 tahun 2014: Apakah ini awal dari perang jam tangan pintar?
25451,LATEST UPDATES: Malaysian plane crash in Ukraine,Economy,UPDATE TERBARU: Pesawat Malaysia jatuh di Ukraina
12141,Paul McCartney cancels Asian tour because he is dying or something / Scrape  ...,Entertainment,Paul McCartney membatalkan tur Asia karena dia sekarat atau semacamnya / Scrape ...
6476,Weibo shares pop 30% in IPO,Economy,Saham Weibo melonjak 30% saat IPO
43063,Met Gala 2014 filled with old-world glamour,Entertainment,Met Gala 2014 penuh dengan glamor dunia lama
46178,German Private Sector Expands Strongly In May,Economy,Sektor Swasta Jerman Berkembang Dengan Kuat Di Bulan Mei
15828,OMGlee! Don't worry - star is not leaving hit TV show » Kildare Nationalist,Entertainment,Ya ampun! Jangan khawatir - bintangnya tidak akan meninggalkan acara TV terkenal » Kildare Nationalist
63273,"Emma Stone And Andrew Garfield Promote Charities, And More Of 'What's  ...",Entertainment,"Emma Stone dan Andrew Garfield Mempromosikan Badan Amal, dan Lebih Banyak Lagi Tentang 'What's ..."
25375,Weekly jobless claims fall 2000 to 312000,Economy,Klaim pengangguran mingguan turun 2.000 menjadi 312.000
51426,Major Averages Posting Modest Losses In Early Trading,Economy,Rata-rata Utama Membukukan Kerugian Kecil di Awal Perdagangan
44808,Argentina's Default: 5 Headlines That Tell The Story,Economy,Gagal Bayar Argentina: 5 Berita Utama yang Menceritakan Kisahnya
31653,Making History,Entertainment,Membuat Sejarah
24896,"​Welp, Here's Nick Cannon Doing Whiteface",Entertainment,"​Nah, Inilah Nick Cannon Melakukan Whiteface"
59404,Toyota Camry gets top-to-bottom makeover,Technology,Toyota Camry mendapat ubahan dari atas ke bawah
15992,Kim Kardashian & Kanye West Had Extremely Long Kiss at Wedding!,Entertainment,Kim Kardashian & Kanye West Melakukan Ciuman yang Sangat Panjang di Pernikahan!
49935,Shoppers feeling pinch of pig virus,Economy,Pembeli merasakan sejumput virus babi
54077,Shia LaBeouf released after arrest for disorderly disruption of Broadway  ...,Entertainment,Shia LaBeouf dibebaskan setelah ditangkap karena mengganggu pertunjukan Broadway ...
2242,Dollar Gets Boost From PPI Report,Economy,Dolar Mendapat Peningkatan Dari Laporan PPI
29066,Coldwater Creek bankruptcy plan approved by court,Economy,Rencana kebangkrutan Coldwater Creek disetujui oleh pengadilan
33638,Austria remains committed to South Stream,Economy,Austria tetap berkomitmen pada South Stream
45434,'Titanfall's' first DLC launches this week on Xbox One and PC,Technology,DLC pertama 'Titanfall' diluncurkan minggu ini di Xbox One dan PC
18977,"BSkyB eyes Sky Deutschland, Sky Italia",Economy,"BSkyB mengincar Sky Deutschland, Sky Italia"
11851,Broward Library to celebrate LGBT Pride Month with events in Fort Lauderdale  ...,Technology,Perpustakaan Broward merayakan Bulan Kebanggaan LGBT dengan acara di Fort Lauderdale ...
36948,"Appel refiles Samsung sale block petition after ""mixed bag"" verdict",Technology,"Appel mengajukan kembali petisi pemblokiran penjualan Samsung setelah putusan ""kantong campur aduk""."
43241,US factory output rebounded in May,Economy,Output pabrik AS pulih pada bulan Mei
29145,US plants prepare for long-term nuclear waste storage,Economy,Pembangkit listrik AS bersiap untuk penyimpanan limbah nuklir jangka panjang
32784,Beyoncé and Jay Z performing together in Toronto in July,Entertainment,Beyoncé dan Jay Z tampil bersama di Toronto pada bulan Juli
58217,Oldest Human Poop Discovered in Spain Proves Neanderthals Ate Veggies,Technology,Kotoran Manusia Tertua yang Ditemukan di Spanyol Membuktikan Neanderthal Makan Sayuran
17007,2014 Webby Awards: The Best Travel Apps And Websites For Globe-Trotters,Entertainment,Penghargaan Webby 2014: Aplikasi dan Situs Web Perjalanan Terbaik Untuk Pengembara Dunia
26459,Michael Jace Pleads Not Guilty in Killing of his Wife (Pics),Entertainment,Michael Jace Mengaku Tidak Bersalah dalam Pembunuhan Istrinya (Foto)
25723,Amazon expected to debut video device,Technology,Amazon diharapkan untuk debut perangkat video
42177,Shia LaBeouf Has Reportedly Checked Into A Rehab Facility,Entertainment,Shia LaBeouf Dilaporkan Telah Masuk ke Fasilitas Rehabilitasi
63642,Rihanna makes shocking fashion statement at CFDA,Entertainment,Rihanna membuat pernyataan fesyen yang mengejutkan di CFDA
27712,US Weekly Jobless Claims Fall Much More Than Expected,Economy,Klaim Pengangguran Mingguan AS Turun Lebih Dari Perkiraan
25512,Samsung predicts 25pc decrease in profit,Economy,Samsung memperkirakan penurunan laba sebesar 25 persen
10931,Dollar Tree announces plans to buy Family Dollar,Economy,Dollar Tree mengumumkan rencana untuk membeli Family Dollar
50792,GM says Impala ignition recall linked to Chinese-made parts,Technology,GM mengatakan penarikan kembali pengapian Impala terkait dengan suku cadang buatan China
17911,Oil steadies around $113 as Iraq supply worries ease,Economy,Minyak stabil di sekitar $113 karena kekhawatiran pasokan Irak mereda
57854,5-foot-tall Kacy Catanzaro conquers 'American Ninja Warrior' course,Entertainment,Kacy Catanzaro setinggi 5 kaki menaklukkan kursus 'Prajurit Ninja Amerika'
4231,"Storms move in, could bring more than 2 inches of rain",Entertainment,Badai yang datang bisa membawa curah hujan lebih dari 2 inci
62981,"Jane Fonda, Lily Tomlin Reunite for New Gay-Themed Netflix Series",Entertainment,Jane Fonda dan Lily Tomlin Bersatu Kembali untuk Serial Netflix Baru Bertema Gay
51860,Bank of America Corp Quintuples Its Dividend,Economy,Bank of America Corp Meningkatkan Dividennya Lima Kali Lipat
43978,Nobel Prize-winning writer Gabriel Garcia Marquez dies,Entertainment,Penulis pemenang Hadiah Nobel Gabriel Garcia Marquez meninggal
28084,The Bachelorette 2014 Season 10 Winner Spoilers - NAME of WINNER - Andi  ...,Entertainment,Spoiler Pemenang The Bachelorette 2014 Season 10 - NAMA PEMENANG - Andi ...
8803,Trend Micro launches security app for Taiwan's gaming industry,Technology,Trend Micro meluncurkan aplikasi keamanan untuk industri game Taiwan
60285,Melissa McCarthy's 'Tammy' a family affair,Entertainment,'Tammy' karya Melissa McCarthy adalah urusan keluarga
13741,It's Still The Information Super Toll Road: An Intended Consequence of Net  ...,Technology,Ini Masih Informasi Jalan Tol Super: Konsekuensi yang Diinginkan dari Net ...
29211,"I'm done with period dramas, says Knightley",Entertainment,"Saya sudah selesai dengan drama sejarah, kata Knightley"
23781,UK Video Games Chart: Titanfall beats Dark Souls 2 to UK no.1,Technology,Tangga Lagu Video Game Inggris: Titanfall mengalahkan Dark Souls 2 ke Inggris no.1
18423,Business News,Technology,Berita Bisnis
59131,Jennifer Lawrence Shines As Bridesmaid At Brother's Wedding,Entertainment,Jennifer Lawrence Bersinar Sebagai Pengiring Pengantin di Pernikahan Kakaknya
59565,George Clooney responds to rumors about his future marriage to Amal Alamuddin,Entertainment,George Clooney menanggapi rumor pernikahannya dengan Amal Alamuddin di masa depan
55176,Microsoft warns of major bug in Internet Explorer,Technology,Microsoft memperingatkan bug besar di Internet Explorer
33631,FCC Chairman Tom Wheeler weighs in on Dodgers TV situation,Technology,Ketua FCC Tom Wheeler mempertimbangkan situasi Dodgers TV
21842,Graco Car Seat Recall: 5 Things Moms Need to Know,Technology,Recall Car Seat Graco: 5 Hal yang Perlu Diketahui Moms
35638,Will Community Be Saved? Latest Reports Bring Bad News,Entertainment,Akankah Komunitas Terselamatkan? Laporan Terbaru Membawa Kabar Buruk
992,Google Places Bet On Drones,Technology,Google Places Bertaruh Pada Drone
43778,"'The Colbert Report' Racist Tweet Outrages Fans, #CancelColbert Now Trending",Entertainment,"Tweet Rasis 'The Colbert Report' Bikin Penggemar Marah, #CancelColbert Kini Trending"
26504,"Obama: NSA Must Reveal Bugs Like Heartbleed, Unless They Help the NSA",Technology,"Obama: NSA Harus Mengungkapkan Bug Seperti Heartbleed, Kecuali Mereka Membantu NSA"
7851,Can Huawei ascend smartphone market with latest handset?,Technology,Bisakah Huawei menguasai pasar ponsel pintar dengan ponsel terbarunya?
43529,Why Alcoa (AA) Stock Hit a One-Year High Today,Economy,Mengapa Saham Alcoa (AA) Mencapai Level Tertinggi dalam Satu Tahun Hari Ini
12124,"Microsoft to double OneDrive free space, slash extra storage prices up to 73%",Technology,"Microsoft akan menggandakan ruang kosong OneDrive, memangkas harga penyimpanan ekstra hingga 73%"
21911,Lea Michele NOT Pregnant - Twitter Hacked!,Entertainment,Lea Michele TIDAK Hamil - Twitter Diretas!
58423,EU Lawmakers Said in Tentative Deal on Bank-Failure Bill (1),Economy,Pernyataan Anggota Parlemen UE dalam Kesepakatan Sementara tentang RUU Kegagalan Bank (1)
1607,"US stocks, indices finish mostly higher after a weak start",Economy,"Saham-saham AS, sebagian besar indeks berakhir lebih tinggi setelah awal yang lemah"
18563,Google develops tablet with 3D image capture capability,Technology,Google mengembangkan tablet dengan kemampuan menangkap gambar 3D
35891,Taco Bell comes clean about 'seasoned beef' recipe,Economy,Taco Bell berterus terang tentang resep 'daging sapi berbumbu'
29721,Captain America 3 Scheduled For May 2016,Entertainment,Captain America 3 Dijadwalkan Untuk Mei 2016
54620,Google Inc May Not Unveil Nexus 8 Tablet At I/O [REPORT],Technology,Google Inc Mungkin Tidak Mengungkap Tablet Nexus 8 Di I/O [LAPORAN]
21942,Forex Traders In For A Quiet Session With Little News Or Data Due Today,Economy,Trader Valas Dalam Sesi Tenang Dengan Sedikit Berita atau Data Hari Ini
24126,3 Things Everyone Should Know About Alibaba and Its IPO,Economy,3 Hal Yang Harus Diketahui Setiap Orang Tentang Alibaba dan IPO-nya
126,Zebra Tech (ZBRA) to Acquire Motorola's (MSI) Enterprise Unit in $3.45B Cash  ...,Economy,"Zebra Tech (ZBRA) Akan Mengakuisisi Unit Perusahaan Motorola (MSI) dengan Uang Tunai $3,45 Miliar ..."
45909,No decision yet from Tesla on factory plans,Economy,Belum ada keputusan dari Tesla mengenai rencana pabrik
8185,The Aereo Decision: Winners & Losers,Technology,Keputusan Aereo: Pemenang & Kalah
18192,"Russia cuts gas supply to Ukraine - KTUL.com - Tulsa, Oklahoma - News  ...",Economy,"Rusia memotong pasokan gas ke Ukraina - KTUL.com - Tulsa, Oklahoma - Berita ..."
41848,"What CEOs are saying at LinkedIn, Twitter, Sony, Amazon, T-Mobile: 7 things",Technology,"Apa yang dikatakan CEO di LinkedIn, Twitter, Sony, Amazon, T-Mobile: 7 hal"
51942,'Idol' bringing back same judging panel (w/video),Entertainment,'Idol' menghadirkan kembali panel juri yang sama (dengan video)
12819,Gwyneth Paltrow wants break from acting post split from hubby,Entertainment,Gwyneth Paltrow ingin istirahat dari dunia akting dan berpisah dari suaminya
23635,"This Weekend, Watch This",Entertainment,"Akhir Pekan Ini, Tonton Ini"
